tool		Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0
run set		jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
jayhorn-recursive/Ackermann01.yml	false	false	0.020530589	0.029793110996251926	36.999168	false	0.022950391	0.032280630999593996	37.003264	false	0.020593418	0.03014416599762626	37.044224
jayhorn-recursive/Addition.yml	true	TIMEOUT (true)	21.122369902	21.124473526004294	3283.521536	TIMEOUT (true)	21.102812987	21.105570057996374	2653.872128	TIMEOUT (true)	21.102639535	21.105485975000192	2653.704192
jayhorn-recursive/InfiniteLoop.yml	false	false	0.019333212	0.028708188998280093	37.003264	false	0.019598869	0.028946692000317853	37.003264	false	0.019520937	0.028942554999957792	37.003264
jayhorn-recursive/SatAckermann01.yml	true	TIMEOUT (true)	21.102428905	21.104673777001153	2653.646848	TIMEOUT (true)	21.084050255	21.08683815800032	2077.937664	TIMEOUT (true)	21.084639281	21.087114645997644	2085.912576
jayhorn-recursive/SatAckermann02.yml	true	TIMEOUT (true)	21.101993449	21.10415221600124	2650.025984	TIMEOUT (true)	21.083514073	21.086533773006522	2077.290496	TIMEOUT (true)	21.083300467	21.08614110900089	2066.378752
jayhorn-recursive/SatAckermann03.yml	true	TIMEOUT (true)	21.10215802	21.104710879997583	2648.580096	TIMEOUT (true)	21.083675115	21.08631043400237	2071.891968	TIMEOUT (true)	21.084110732	21.086561992997304	2075.168768
jayhorn-recursive/SatAddition01.yml	true	TIMEOUT (true)	21.122904903	21.125645134001388	3346.608128	TIMEOUT (true)	21.1254251	21.128344356002344	3428.081664	TIMEOUT (true)	21.126136411	21.128597816001275	3434.254336
jayhorn-recursive/SatEvenOdd01.yml	true	TIMEOUT (true)	21.031032345	21.033592610998312	656.056320	TIMEOUT (true)	21.030628125	21.033391563003534	651.694080	TIMEOUT (true)	21.030978538	21.0337485630007	651.681792
jayhorn-recursive/SatFibonacci01.yml	true	TIMEOUT (true)	21.114671404	21.116849669000658	3050.610688	true	0.010771904	0.021033839002484456	18.698240	true	0.013140492	0.02384162299858872	18.690048
jayhorn-recursive/SatFibonacci02.yml	true	true	0.020020983	0.030312347000290174	18.698240	true	0.021434737	0.031886400996882	18.681856	true	0.025315535	0.03995743499399396	18.681856
jayhorn-recursive/SatFibonacci03.yml	true	TIMEOUT (true)	21.114177566	21.11660301300435	3047.985152	TIMEOUT (true)	21.107593128	21.110187397003756	2830.479360	TIMEOUT (true)	21.10774722	21.110340717001236	2835.906560
jayhorn-recursive/SatGcd.yml	true	TIMEOUT (true)	21.063546388	21.066059884004062	1489.481728	TIMEOUT (true)	21.061821571	21.064622389996657	1430.933504	TIMEOUT (true)	21.062580597	21.065168795998034	1424.384000
jayhorn-recursive/SatHanoi01.yml	true	TIMEOUT (true)	21.096261125	21.098491557997477	2462.089216	TIMEOUT (true)	21.09456044	21.097004126000684	2406.596608	TIMEOUT (true)	21.094524278	21.096800719002204	2399.670272
jayhorn-recursive/SatMccarthy91.yml	true	TIMEOUT (true)	21.130590425	21.133241465002357	3611.160576	TIMEOUT (true)	21.129898308	21.132026997001958	3566.243840	TIMEOUT (true)	21.129198422	21.13194867200218	3566.456832
jayhorn-recursive/SatPrimes01.yml	true	TIMEOUT (true)	21.165680409	21.16815078700165	4793.589760	TIMEOUT (true)	21.104438155	21.106855019999784	2727.903232	TIMEOUT (true)	21.104409758	21.10682984899904	2723.319808
jayhorn-recursive/UnsatAckermann01.yml	false	false	0.050357936	0.05068295299861347	42.897408	false	0.033635449	0.04285791699658148	38.965248	false	0.034012469	0.04329128099925583	39.030784
jayhorn-recursive/UnsatAddition01.yml	false	false	0.021602888	0.030864269996527582	37.658624	false	0.020886079	0.03014232900022762	37.265408	false	0.022918708	0.0321932100050617	37.269504
jayhorn-recursive/UnsatAddition02.yml	false	false	0.019750005	0.02929678399959812	37.044224	false	0.019883448	0.029158268000173848	37.007360	false	0.021356813	0.03065907499694731	37.003264
jayhorn-recursive/UnsatEvenOdd01.yml	false	false	0.019977925	0.02945486699900357	37.003264	false	0.022447637	0.03172318900033133	36.999168	false	0.019567324	0.028867911001725588	37.003264
jayhorn-recursive/UnsatFibonacci01.yml	false	TIMEOUT (true)	21.116288478	21.118600113994034	3118.829568	false	0.019187692	0.028441743001167197	37.007360	false	0.020055982	0.02932272499310784	37.056512
jayhorn-recursive/UnsatFibonacci02.yml	false	TIMEOUT (true)	21.116148458	21.118955778998497	3125.161984	TIMEOUT (true)	21.109339859	21.111796286000754	2896.859136	TIMEOUT (true)	21.110248941	21.112596791004762	2900.525056
jayhorn-recursive/UnsatMccarthy91.yml	false	false	0.022752831	0.03235949199734023	37.040128	false	0.02033452	0.029610942998260725	36.999168	false	0.022492816	0.03175985599955311	37.056512
MinePump/spec1-5_product1.yml	false	false	0.229663156	0.22998329300025944	39.878656	false	0.231886962	0.23213844100246206	39.882752	false	0.230628039	0.23116233499604277	39.919616
MinePump/spec1-5_product10.yml	false	false	0.235627716	0.23631662400293862	39.993344	false	0.239844972	0.240225271001691	39.960576	false	0.233891437	0.23469216800003778	40.022016
MinePump/spec1-5_product11.yml	false	false	1.293823637	1.2946323510041111	101.548032	false	1.255746305	1.2561435210009222	101.109760	false	1.258802439	1.2596327470018878	101.056512
MinePump/spec1-5_product12.yml	false	false	1.154632928	1.155411093001021	87.465984	false	1.127967671	1.1284278730017832	87.040000	false	1.130565939	1.1312032299974817	87.060480
