tool		Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5	Jip jip 1.0.5
run set		jip.SV-COMP23_assert_oox.ReachSafety-Java	jip.SV-COMP23_assert_oox.ReachSafety-Java	jip.SV-COMP23_assert_oox.ReachSafety-Java	jip.SV-COMP23_assert_oox.ReachSafety-Java	jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-e.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java	jip-i2.SV-COMP23_assert_oox.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
jayhorn-recursive/Addition.yml	true	OUT OF MEMORY (true)	15.028697429	15.0305042949999	4999.999488	TIMEOUT (true)	21.088167391	21.08974467200005	2994.610176	TIMEOUT (true)	21.080846743	21.083251010000822	2757.767168	TIMEOUT (true)	21.082632223	21.084922393999477	2819.805184
jayhorn-recursive/SatAckermann01.yml	true	OUT OF MEMORY (true)	17.953801172	17.95562832099995	4999.999488	TIMEOUT (true)	21.06086254	21.062575259999903	2073.124864	TIMEOUT (true)	21.048762378	21.050962858000275	1652.551680	TIMEOUT (true)	21.05062274	21.052757050000764	1726.369792
jayhorn-recursive/SatAckermann02.yml	true	OUT OF MEMORY (true)	17.988869607	17.990737612999965	4999.999488	TIMEOUT (true)	21.06158305	21.06341037600032	2106.568704	TIMEOUT (true)	21.049178641	21.0512945950004	1664.643072	TIMEOUT (true)	21.049428891	21.051824631999807	1663.840256
jayhorn-recursive/SatAckermann03.yml	true	OUT OF MEMORY (true)	18.022822998	18.02499173699971	4999.999488	TIMEOUT (true)	21.062161973	21.063810632999775	2110.017536	TIMEOUT (true)	21.050096706	21.052264275000198	1691.660288	TIMEOUT (true)	21.049115266	21.051508682999156	1668.796416
jayhorn-recursive/SatAddition01.yml	true	OUT OF MEMORY (true)	11.714966985	11.71675992099972	4999.999488	TIMEOUT (true)	21.106395545	21.10835606799992	3648.090112	TIMEOUT (true)	21.083885234	21.086175158000515	2857.283584	TIMEOUT (true)	21.080722138	21.08311642999979	2749.079552
jayhorn-recursive/SatFibonacci01.yml	true	OUT OF MEMORY (true)	13.935564618	13.937448162000237	4999.999488	TIMEOUT (true)	21.07984741	21.081480406000082	2726.289408	TIMEOUT (true)	21.069303595	21.07153674300025	2356.187136	TIMEOUT (true)	21.080968971	21.083171055999628	2753.712128
jayhorn-recursive/SatFibonacci02.yml	true	OUT OF MEMORY (true)	14.330578903	14.332265813999584	4999.999488	true	0.019878404	0.030162579999341688	18.714624	true	0.019338258	0.029676207000193244	18.702336	true	0.020799704	0.03108802599945193	18.747392
jayhorn-recursive/SatFibonacci03.yml	true	OUT OF MEMORY (true)	16.441948908	16.44387679900001	4999.999488	TIMEOUT (true)	21.07852508	21.080322067999987	2683.613184	TIMEOUT (true)	21.069959889	21.071865096999318	2350.616576	TIMEOUT (true)	21.069186802	21.071348983999997	2355.556352
jayhorn-recursive/SatMccarthy91.yml	true	OUT OF MEMORY (true)	15.949775258	15.951732687000003	4999.999488	TIMEOUT (true)	21.114102384	21.11606913000014	3921.174528	TIMEOUT (true)	21.101304848	21.10354279299918	3457.748992	TIMEOUT (true)	21.084615766	21.087041492000026	2780.340224
jayhorn-recursive/SatPrimes01.yml	true	OUT OF MEMORY (true)	15.504296949	15.50605246699979	4999.999488	TIMEOUT (true)	21.118908446	21.120653240000138	4071.399424	TIMEOUT (true)	21.08073864	21.08349170800011	2768.605184	TIMEOUT (true)	21.080378055	21.082930325000234	2752.372736
jayhorn-recursive/UnsatFibonacci01.yml	false	OUT OF MEMORY (true)	16.347643156	16.349657039999784	4999.999488	TIMEOUT (true)	21.088548664	21.090718165	3031.998464	TIMEOUT (true)	21.082678566	21.084975407000456	2810.589184	TIMEOUT (true)	21.070703791	21.072655970000596	2397.196288
jayhorn-recursive/UnsatFibonacci02.yml	false	OUT OF MEMORY (true)	13.700054017	13.702064748999874	4999.999488	TIMEOUT (true)	21.087581243	21.08990934600024	3003.867136	TIMEOUT (true)	21.083144095	21.085611863999475	2817.331200	TIMEOUT (true)	21.072252762	21.07459179399939	2455.711744
MinePump/spec1-5_product1.yml	false	TIMEOUT (true)	21.063414533	21.065773049999734	2165.571584	false	0.216527271	0.21686641099950066	39.923712	false	0.209186456	0.2094901350001237	39.645184	false	0.205227257	0.20591238500037434	39.649280
MinePump/spec1-5_product10.yml	false	TIMEOUT (true)	21.068896738	21.07125640000004	2359.640064	false	0.220615852	0.22094155499962653	39.714816	false	0.220987849	0.22167629600062355	39.804928	false	0.227453614	0.22780830600004265	39.858176
MinePump/spec1-5_product11.yml	false	TIMEOUT (true)	21.070731425	21.073127534999912	2425.741312	false	1.144933746	1.145331728000201	86.208512	false	1.060511116	1.0610019269997792	83.374080	false	1.027667213	1.0281197659996906	83.750912
MinePump/spec1-5_product12.yml	false	TIMEOUT (true)	21.063428452	21.065487222999764	2145.251328	false	1.000871787	1.0012299290001465	78.123008	false	1.083119185	1.083545344000413	79.327232	false	1.045897296	1.0463187730001664	78.524416
MinePump/spec1-5_product13.yml	false	TIMEOUT (true)	21.060403959	21.062676532000296	2070.011904	false	0.267787604	0.2681027290000202	39.985152	false	0.253759412	0.2541413500002818	39.903232	false	0.265748908	0.26613837799959583	39.981056
MinePump/spec1-5_product14.yml	false	TIMEOUT (true)	21.065734061	21.068052994000027	2257.571840	false	0.248642941	0.24896559300032095	39.985152	false	0.270496906	0.2708703730004345	40.022016	false	0.258933638	0.25968342299984215	39.886848
MinePump/spec1-5_product15.yml	false	TIMEOUT (true)	21.060535779	21.06253400500009	2064.388096	false	2.344815583	2.3453097159999743	139.431936	false	2.230828369	2.2313191330003974	138.063872	false	2.13257157	2.1334436690003713	131.272704
MinePump/spec1-5_product16.yml	false	TIMEOUT (true)	21.060037988	21.062054389999957	2046.914560	false	1.933986081	1.9345547789998818	111.239168	false	1.876232625	1.8767311819992756	108.335104	false	2.066399991	2.066936500999873	113.692672
MinePump/spec1-5_product2.yml	false	TIMEOUT (true)	21.070634206	21.072948219999944	2414.551040	false	0.226945305	0.22735301800003072	39.944192	false	0.225831337	0.2261556120001842	39.854080	false	0.23142004	0.2318234439999287	39.845888
MinePump/spec1-5_product3.yml	false	TIMEOUT (true)	21.064627259	21.06691644600005	2211.786752	false	1.108397051	1.1088065720005034	84.078592	false	1.029161802	1.0295539790004113	82.890752	false	1.018711164	1.0194240820001141	84.193280
MinePump/spec1-5_product4.yml	false	TIMEOUT (true)	21.07114501	21.073313515000336	2423.513088	false	1.003722878	1.0040983020007843	76.816384	false	0.966994099	0.9674946759996601	74.174464	false	0.993579927	0.9940714240001398	77.127680
MinePump/spec1-5_product48.yml	false	TIMEOUT (true)	21.066921068	21.069175365999854	2272.141312	false	0.256372043	0.25670210199950816	40.128512	false	0.267469288	0.26778051299970684	40.144896	false	0.271414004	0.2720476790000248	40.251392
MinePump/spec1-5_product49.yml	false	TIMEOUT (true)	21.059552872	21.061729310999908	2031.292416	false	0.22287001	0.22314576099961414	39.723008	false	0.258854773	0.25924470700010716	40.169472	false	0.264770749	0.26513880800030165	40.112128
MinePump/spec1-5_product5.yml	false	TIMEOUT (true)	21.069156268	21.07144938700003	2364.448768	false	0.244264232	0.24458981800034962	39.854080	false	0.259913334	0.260231171999294	39.837696	false	0.230611813	0.23091006699996797	39.718912
MinePump/spec1-5_product50.yml	false	TIMEOUT (true)	21.06006902	21.06213120800021	2046.160896	false	0.248530052	0.2488932800006296	40.243200	false	0.274462005	0.27482376100033434	40.300544	false	0.262073636	0.2624104719998286	40.247296
MinePump/spec1-5_product51.yml	false	TIMEOUT (true)	21.059969133	21.061911033000342	2033.975296	false	2.012575964	2.013018724000176	123.289600	false	1.960898082	1.9614114449996123	124.260352	false	1.993689482	1.994214791999184	124.358656
MinePump/spec1-5_product52.yml	false	TIMEOUT (true)	21.060096681	21.062135563000083	2038.099968	false	1.719011534	1.7195103570002175	104.648704	false	1.758075068	1.7586020119997556	107.044864	false	1.780635038	1.7810705820002113	108.523520
MinePump/spec1-5_product53.yml	false	TIMEOUT (true)	21.06798532	21.070137622999937	2316.566528	false	0.252825459	0.2531733610003357	40.214528	false	0.260403092	0.2607645070002036	40.251392	false	0.232384414	0.23272652400009974	40.001536
MinePump/spec1-5_product54.yml	false	TIMEOUT (true)	21.066175042	21.068344420999892	2267.672576	false	0.239489703	0.2400797810005315	40.067072	false	0.266115349	0.2665093670002534	40.284160	false	0.2569281	0.2572725099998934	40.239104
MinePump/spec1-5_product55.yml	false	TIMEOUT (true)	21.059208066	21.061401574999763	2024.947712	false	1.696061604	1.6965456959997027	121.049088	false	1.687725128	1.6882604809998156	120.807424	false	1.91487196	1.915430873999867	124.223488
MinePump/spec1-5_product56.yml	false	TIMEOUT (true)	21.058950168	21.060958809000113	2012.655616	false	1.53515208	1.5356817519996184	101.552128	false	1.593416595	1.5938508900007946	99.483648	false	1.499316427	1.4998330230000647	96.710656
MinePump/spec1-5_product6.yml	false	TIMEOUT (true)	21.060464156	21.06275933300003	2060.488704	false	0.255511114	0.255791006000436	39.841792	false	0.25226158	0.25260224799967546	39.858176	false	0.251244408	0.25161047399979	39.923712
MinePump/spec1-5_product7.yml	false	TIMEOUT (true)	21.061137485	21.063506125000004	2089.545728	false	2.185634844	2.1861212799994973	133.885952	false	2.195023676	2.1955353499997727	132.386816	false	2.280709494	2.281179239999801	139.329536
MinePump/spec1-5_product8.yml	false	TIMEOUT (true)	21.067602001	21.069755406999775	2308.575232	false	1.822773803	1.823337625000022	107.798528	false	1.92545615	1.926043493999714	113.078272	false	1.813387934	1.813994590999755	109.621248
MinePump/spec1-5_product9.yml	false	TIMEOUT (true)	21.063861894	21.065798265000012	2167.427072	false	0.231336936	0.23170424300042214	39.931904	false	0.219031285	0.21934462699937285	39.854080	false	0.223032093	0.22343446499962738	39.837696
algorithms/BellmanFord-FunSat01.yml	true	OUT OF MEMORY (true)	19.703859313	19.705906728000173	4999.999488	TIMEOUT (true)	21.058777499	21.060518842999954	1990.934528	TIMEOUT (true)	21.006983371	21.00912196200079	189.984768	TIMEOUT (true)	21.006113498	21.00847231300031	191.967232
algorithms/BellmanFord-FunUnsat01.yml	false	OUT OF MEMORY (true)	17.285686446	17.287379858999884	4999.999488	false	6.516178676	6.517204081000273	641.867776	false	0.041257669	0.05064015399966593	38.141952	false	0.043176439	0.052558050999323314	38.043648
algorithms/BellmanFord-MemSat01.yml	true	OUT OF MEMORY (true)	19.745190225	19.747108195999772	4999.999488	TIMEOUT (true)	21.058604654	21.060441501999776	1988.190208	TIMEOUT (true)	21.006393263	21.008676618999743	189.218816	TIMEOUT (true)	21.006245718	21.008638118999443	199.778304
algorithms/MergeSortIterative-FunUnsat01.yml	false	TIMEOUT (true)	21.117404403	21.119153192999875	3991.519232	TIMEOUT (true)	21.080961528	21.083046534999994	2754.052096	false	0.303725273	0.3040589199999886	50.757632	false	0.303100307	0.30339276199993037	50.733056
algorithms/MergeSortIterative-MemUnsat01.yml	false	unknown	0.024697328	0.023828071000025375	37.441536	unknown	0.021340487	0.020384174000355415	37.371904	false	0.032363728	0.04186685399963608	37.879808	false	0.029547812	0.038974158999735664	37.888000
