tool		Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0	Jip jip 0.1.0
run set		jip.SV-COMP23_assert_oox.ReachSafety-Java	jip.SV-COMP23_assert_oox.ReachSafety-Java	jip.SV-COMP23_assert_oox.ReachSafety-Java	jip.SV-COMP23_assert_oox.ReachSafety-Java	jip-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-a.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-c.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-c.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-c.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-c.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-p.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-p.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-p.SV-COMP23_assert_oox.ReachSafety-Java	jip-i1-p.SV-COMP23_assert_oox.ReachSafety-Java	jip-p.SV-COMP23_assert_oox.ReachSafety-Java	jip-p.SV-COMP23_assert_oox.ReachSafety-Java	jip-p.SV-COMP23_assert_oox.ReachSafety-Java	jip-p.SV-COMP23_assert_oox.ReachSafety-Java
../sv-benchmarks/java/		status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)	status	cputime (s)	walltime (s)	memory (MB)
jayhorn-recursive/Ackermann01.yml	false	false	0.019531506	0.04056837399548385	37.003264	false	0.021832767	0.04472069000075862	37.130240	false	0.022950391	0.032280630999593996	37.003264	false	0.022375142	0.036436481999771786	37.015552	false	0.022628135	0.03201564600021811	37.052416	false	0.021116531	0.030365894999704324	37.109760	false	0.020596277	0.02984190499773831	37.097472
jayhorn-recursive/Addition.yml	true	OUT OF MEMORY (true)	14.144418808	27.59722743500606	4999.999488	TIMEOUT (true)	20.376373099	40.39840834399911	400.982016	TIMEOUT (true)	21.102812987	21.105570057996374	2653.872128	true	0.021648735	0.041828716000054555	37.056512	true	0.02379787	0.0328530580000006	37.138432	TIMEOUT (true)	21.03210515	21.034489937001126	655.241216	TIMEOUT (true)	21.075620433	21.078185821999796	1933.713408
jayhorn-recursive/InfiniteLoop.yml	false	false	0.018985653	0.033761063998099416	37.003264	false	0.019514353	0.03700655200009351	37.003264	false	0.019598869	0.028946692000317853	37.003264	false	0.019618889	0.03753397400032554	36.990976	false	0.020881581	0.0302291130001322	37.007360	false	0.019295617	0.028564670999912778	37.019648	false	0.020216594	0.029281068997079274	36.970496
jayhorn-recursive/SatAckermann01.yml	true	OUT OF MEMORY (true)	15.349567441	29.9882763620044	4999.999488	TIMEOUT (true)	20.362003097	40.28337058800025	91.930624	TIMEOUT (true)	21.084050255	21.08683815800032	2077.937664	TIMEOUT (true)	20.352741552	40.52346431499973	86.687744	TIMEOUT (true)	20.440253028	38.775034039000275	73.121792	TIMEOUT (true)	21.027617524	21.03012816500086	557.985792	TIMEOUT (true)	21.104414599	21.10690964600144	2785.955840
jayhorn-recursive/SatAckermann02.yml	true	OUT OF MEMORY (true)	15.392372733	25.087800900997536	4999.999488	TIMEOUT (true)	20.356058131	40.546279645999675	85.159936	TIMEOUT (true)	21.083514073	21.086533773006522	2077.290496	TIMEOUT (true)	20.363693271	40.285578176000854	82.116608	TIMEOUT (true)	20.360831236	40.58724065199931	73.146368	TIMEOUT (true)	21.028931063	21.03140054100004	575.524864	TIMEOUT (true)	21.105363885	21.107724866000353	2828.779520
jayhorn-recursive/SatAckermann03.yml	true	OUT OF MEMORY (true)	15.589056193	30.471161749999737	4999.999488	TIMEOUT (true)	20.360893942	40.357709613001134	84.488192	TIMEOUT (true)	21.083675115	21.08631043400237	2071.891968	TIMEOUT (true)	20.353744048	40.53402134599946	92.602368	TIMEOUT (true)	20.354568674	40.548314941999706	73.109504	TIMEOUT (true)	21.026871005	21.029626524999912	554.074112	TIMEOUT (true)	21.104763834	21.107453484997677	2804.834304
jayhorn-recursive/SatAddition01.yml	true	OUT OF MEMORY (true)	12.777428603	25.573555873997975	4999.999488	TIMEOUT (true)	20.370998551	40.5408818169999	384.131072	TIMEOUT (true)	21.1254251	21.128344356002344	3428.081664	true	0.020400725	0.04572831300083635	36.999168	true	0.020748216	0.04631393999989086	37.076992	true	0.020822603	0.02999171800001932	37.097472	TIMEOUT (true)	21.081838946	21.085075109000172	2150.670336
jayhorn-recursive/SatEvenOdd01.yml	true	TIMEOUT (true)	20.128180136	42.759251565999875	535.982080	TIMEOUT (true)	21.027393785	26.42701831500017	523.960320	TIMEOUT (true)	21.030628125	21.033391563003534	651.694080	TIMEOUT (true)	20.403646708	39.7889255150003	623.837184	TIMEOUT (true)	20.382833655	40.47448184800032	608.780288	TIMEOUT (true)	21.030731389	21.033706488000462	630.284288	TIMEOUT (true)	21.022943469	21.025621123000747	539.099136
